time,T,P0,P,U,Td
2022/9/12 0:00,0.761363636,0.255605381,0.251101322,0.815789474,0.950276243
2022/9/12 1:00,0.761363636,0.255605381,0.251101322,0.815789474,0.950276243
2022/9/12 2:00,0.738636364,0.233183857,0.22907489,0.855263158,0.950276243
2022/9/12 3:00,0.738636364,0.233183857,0.22907489,0.855263158,0.950276243
2022/9/12 4:00,0.738636364,0.233183857,0.22907489,0.855263158,0.950276243
2022/9/12 5:00,0.71969697,0.224215247,0.220264317,0.881578947,0.947513812
2022/9/12 6:00,0.71969697,0.224215247,0.220264317,0.881578947,0.947513812
2022/9/12 7:00,0.71969697,0.224215247,0.220264317,0.881578947,0.947513812
2022/9/12 8:00,0.776515152,0.255605381,0.246696035,0.789473684,0.950276243
2022/9/12 9:00,0.776515152,0.255605381,0.246696035,0.789473684,0.950276243
2022/9/12 10:00,0.776515152,0.255605381,0.246696035,0.789473684,0.950276243
2022/9/12 11:00,0.935606061,0.269058296,0.259911894,0.407894737,0.856353591
2022/9/12 12:00,0.935606061,0.269058296,0.259911894,0.407894737,0.856353591
2022/9/12 13:00,0.935606061,0.269058296,0.259911894,0.407894737,0.856353591
2022/9/12 14:00,0.981060606,0.192825112,0.185022026,0.315789474,0.820441989
2022/9/12 15:00,0.981060606,0.192825112,0.185022026,0.315789474,0.820441989
2022/9/12 16:00,0.981060606,0.192825112,0.185022026,0.315789474,0.820441989
2022/9/12 17:00,0.950757576,0.152466368,0.145374449,0.302631579,0.790055249
2022/9/12 18:00,0.950757576,0.152466368,0.145374449,0.302631579,0.790055249
2022/9/12 19:00,0.950757576,0.152466368,0.145374449,0.302631579,0.790055249
2022/9/12 20:00,0.852272727,0.183856502,0.18061674,0.381578947,0.781767956
2022/9/12 21:00,0.852272727,0.183856502,0.18061674,0.381578947,0.781767956
2022/9/12 22:00,0.852272727,0.183856502,0.18061674,0.381578947,0.781767956
2022/9/12 23:00,0.772727273,0.224215247,0.215859031,0.763157895,0.933701657
2022/9/13 0:00,0.772727273,0.224215247,0.215859031,0.763157895,0.933701657
2022/9/13 1:00,0.772727273,0.224215247,0.215859031,0.763157895,0.933701657
2022/9/13 2:00,0.761363636,0.206278027,0.198237885,0.789473684,0.939226519
2022/9/13 3:00,0.761363636,0.206278027,0.198237885,0.789473684,0.939226519
2022/9/13 4:00,0.761363636,0.206278027,0.198237885,0.789473684,0.939226519
2022/9/13 5:00,0.734848485,0.210762332,0.202643172,0.776315789,0.914364641
2022/9/13 6:00,0.734848485,0.210762332,0.202643172,0.776315789,0.914364641
2022/9/13 7:00,0.734848485,0.210762332,0.202643172,0.776315789,0.914364641
2022/9/13 8:00,0.806818182,0.260089686,0.255506608,0.723684211,0.94198895
2022/9/13 9:00,0.806818182,0.260089686,0.255506608,0.723684211,0.94198895
2022/9/13 10:00,0.806818182,0.260089686,0.255506608,0.723684211,0.94198895
2022/9/13 11:00,0.950757576,0.269058296,0.264317181,0.263157895,0.759668508
2022/9/13 12:00,0.950757576,0.269058296,0.264317181,0.263157895,0.759668508
2022/9/13 13:00,0.950757576,0.269058296,0.264317181,0.263157895,0.759668508
2022/9/13 14:00,1,0.197309417,0.189427313,0.289473684,0.812154696
2022/9/13 15:00,1,0.197309417,0.189427313,0.289473684,0.812154696
2022/9/13 16:00,1,0.197309417,0.189427313,0.289473684,0.812154696
2022/9/13 17:00,0.981060606,0.161434978,0.154185022,0.263157895,0.779005525
2022/9/13 18:00,0.981060606,0.161434978,0.154185022,0.263157895,0.779005525
2022/9/13 19:00,0.981060606,0.161434978,0.154185022,0.263157895,0.779005525
2022/9/13 20:00,0.90530303,0.197309417,0.189427313,0.328947368,0.781767956
2022/9/13 21:00,0.90530303,0.197309417,0.189427313,0.328947368,0.781767956
2022/9/13 22:00,0.90530303,0.197309417,0.189427313,0.328947368,0.781767956
2022/9/13 23:00,0.795454545,0.228699552,0.220264317,0.684210526,0.914364641
2022/9/14 0:00,0.795454545,0.228699552,0.220264317,0.684210526,0.914364641
2022/9/14 1:00,0.795454545,0.228699552,0.220264317,0.684210526,0.914364641
2022/9/14 2:00,0.795454545,0.201793722,0.193832599,0.684210526,0.914364641
2022/9/14 3:00,0.795454545,0.201793722,0.193832599,0.684210526,0.914364641
2022/9/14 4:00,0.795454545,0.201793722,0.193832599,0.684210526,0.914364641
2022/9/14 5:00,0.799242424,0.210762332,0.202643172,0.315789474,0.701657459
2022/9/14 6:00,0.799242424,0.210762332,0.202643172,0.315789474,0.701657459
2022/9/14 7:00,0.799242424,0.210762332,0.202643172,0.315789474,0.701657459
2022/9/14 8:00,0.787878788,0.269058296,0.259911894,0.407894737,0.756906077
2022/9/14 9:00,0.787878788,0.269058296,0.259911894,0.407894737,0.756906077
2022/9/14 10:00,0.787878788,0.269058296,0.259911894,0.407894737,0.756906077
2022/9/14 11:00,0.920454545,0.269058296,0.264317181,0.276315789,0.751381215
2022/9/14 12:00,0.920454545,0.269058296,0.264317181,0.276315789,0.751381215
2022/9/14 13:00,0.920454545,0.269058296,0.264317181,0.276315789,0.751381215
2022/9/14 14:00,0.984848485,0.183856502,0.176211454,0.302631579,0.812154696
2022/9/14 15:00,0.984848485,0.183856502,0.176211454,0.302631579,0.812154696
2022/9/14 16:00,0.984848485,0.183856502,0.176211454,0.302631579,0.812154696
2022/9/14 17:00,0.950757576,0.134529148,0.127753304,0.25,0.748618785
2022/9/14 18:00,0.950757576,0.134529148,0.127753304,0.25,0.748618785
2022/9/14 19:00,0.950757576,0.134529148,0.127753304,0.25,0.748618785
2022/9/14 20:00,0.840909091,0.174887892,0.167400881,0.355263158,0.756906077
2022/9/14 21:00,0.840909091,0.174887892,0.167400881,0.355263158,0.756906077
2022/9/14 22:00,0.840909091,0.174887892,0.167400881,0.355263158,0.756906077
2022/9/14 23:00,0.825757576,0.210762332,0.202643172,0.381578947,0.76519337
2022/9/15 0:00,0.825757576,0.210762332,0.202643172,0.381578947,0.76519337
2022/9/15 1:00,0.825757576,0.210762332,0.202643172,0.381578947,0.76519337
2022/9/15 2:00,0.772727273,0.188340807,0.18061674,0.526315789,0.817679558
2022/9/15 3:00,0.772727273,0.188340807,0.18061674,0.526315789,0.817679558
2022/9/15 4:00,0.772727273,0.188340807,0.18061674,0.526315789,0.817679558
2022/9/15 5:00,0.727272727,0.179372197,0.171806167,0.644736842,0.848066298
